sample_idx,record_id,true_label,pred_label,drift_score,confidence,entropy,margin,policy_level,action,reason_code
359,100,N,N,0.0,0.9638,0.1734,0.9323,normal,accept,NORMAL
360,100,N,N,0.0,0.9698,0.1518,0.9441,normal,accept,NORMAL
361,100,N,N,0.0,0.9836,0.0959,0.9713,normal,accept,NORMAL
362,100,N,N,0.0,0.9762,0.1282,0.9577,normal,accept,NORMAL
363,100,N,N,0.0,0.9813,0.1044,0.9662,normal,accept,NORMAL
364,100,N,N,0.0,0.9737,0.1359,0.9513,normal,accept,NORMAL
365,100,N,N,0.0,0.9394,0.2618,0.889,normal,accept,NORMAL
366,100,N,N,0.0,0.9527,0.2148,0.9121,normal,accept,NORMAL
367,100,N,N,0.0,0.9698,0.1538,0.9451,normal,accept,NORMAL
368,100,N,N,0.0,0.9568,0.1964,0.9186,normal,accept,NORMAL
369,100,N,N,0.0,0.8386,0.5494,0.7212,normal,accept,NORMAL
370,100,N,N,0.0,0.8541,0.5265,0.7734,normal,accept,NORMAL
371,100,N,N,0.0,0.9741,0.1334,0.952,normal,accept,NORMAL
372,100,N,N,0.0,0.9773,0.124,0.9605,normal,accept,NORMAL
373,100,N,N,0.0,0.9827,0.1014,0.9703,normal,accept,NORMAL
374,100,N,N,0.0,0.9682,0.1589,0.9417,normal,accept,NORMAL
375,100,N,N,0.0,0.9671,0.1607,0.9385,normal,accept,NORMAL
376,100,N,N,0.0,0.9732,0.1443,0.9551,normal,accept,NORMAL
377,100,N,N,0.0,0.9795,0.1151,0.9649,normal,accept,NORMAL
378,100,N,N,0.0,0.9803,0.1077,0.9637,normal,accept,NORMAL
379,100,N,N,0.0,0.9762,0.1311,0.9611,normal,accept,NORMAL
380,100,N,N,0.0,0.9718,0.1496,0.9513,normal,accept,NORMAL
381,100,N,N,0.0,0.9776,0.1246,0.9621,normal,accept,NORMAL
382,100,N,N,0.0,0.9738,0.1355,0.9517,normal,accept,NORMAL
383,100,N,N,0.0,0.9731,0.1403,0.9513,normal,accept,NORMAL
384,100,N,N,0.0,0.9778,0.1227,0.9612,normal,accept,NORMAL
385,100,N,N,0.0,0.9714,0.1432,0.9462,normal,accept,NORMAL
386,100,N,N,0.0,0.9645,0.1761,0.9362,normal,accept,NORMAL
387,100,N,N,0.0,0.9758,0.1312,0.9577,normal,accept,NORMAL
388,100,N,N,0.0,0.9769,0.1279,0.9606,normal,accept,NORMAL
389,100,N,N,0.0,0.9845,0.091,0.9727,normal,accept,NORMAL
390,100,N,N,0.0,0.97,0.1555,0.9467,normal,accept,NORMAL
391,100,N,N,0.0,0.9716,0.1475,0.9489,normal,accept,NORMAL
392,100,N,N,0.0,0.9464,0.2364,0.9015,normal,accept,NORMAL
393,100,N,N,0.0,0.9795,0.1158,0.9655,normal,accept,NORMAL
394,100,N,N,0.0,0.9824,0.0988,0.9676,normal,accept,NORMAL
395,100,N,N,0.0,0.9319,0.2947,0.8817,normal,accept,NORMAL
396,100,N,N,0.0,0.9869,0.0821,0.9798,normal,accept,NORMAL
397,100,N,N,0.0,0.9884,0.072,0.9802,normal,accept,NORMAL
398,100,N,N,0.0,0.9864,0.0835,0.9773,normal,accept,NORMAL
399,100,N,N,0.0,0.9774,0.1229,0.9597,normal,accept,NORMAL
400,100,N,N,0.0,0.9845,0.0914,0.973,normal,accept,NORMAL
401,100,N,N,0.0,0.9834,0.0964,0.9707,normal,accept,NORMAL
402,100,N,N,0.0,0.9428,0.2478,0.8939,normal,accept,NORMAL
403,100,N,N,0.0,0.9711,0.1444,0.9458,normal,accept,NORMAL
404,100,N,N,0.0,0.9863,0.0854,0.9793,normal,accept,NORMAL
405,100,N,N,0.0,0.9877,0.0759,0.9786,normal,accept,NORMAL
406,100,N,N,0.0,0.982,0.1013,0.9673,normal,accept,NORMAL
407,100,N,N,0.0,0.9751,0.1263,0.9526,normal,accept,NORMAL
408,100,N,N,0.0,0.9836,0.092,0.9694,normal,accept,NORMAL
409,100,N,N,0.0,0.9814,0.1016,0.965,normal,accept,NORMAL
410,100,N,N,0.0,0.98,0.1125,0.9646,normal,accept,NORMAL
411,100,N,N,0.0,0.9931,0.0476,0.9888,normal,accept,NORMAL
412,100,N,N,0.0,0.9866,0.0825,0.9775,normal,accept,NORMAL
413,100,N,N,0.0,0.9852,0.0885,0.9745,normal,accept,NORMAL
414,100,N,N,0.0,0.9763,0.122,0.9551,normal,accept,NORMAL
415,100,N,N,0.0,0.9888,0.0687,0.9796,normal,accept,NORMAL
416,100,N,N,0.0,0.9501,0.2208,0.9061,normal,accept,NORMAL
417,100,N,N,0.0,0.9498,0.2146,0.9032,normal,accept,NORMAL
418,100,N,N,0.0,0.981,0.1041,0.9647,normal,accept,NORMAL
419,100,N,N,0.0,0.9847,0.0916,0.974,normal,accept,NORMAL
420,100,N,N,0.0,0.9806,0.1043,0.9633,normal,accept,NORMAL
421,100,N,N,0.0,0.9629,0.1758,0.9302,normal,accept,NORMAL
422,100,N,N,0.0,0.9904,0.0627,0.9843,normal,accept,NORMAL
423,100,N,N,0.0,0.9857,0.0844,0.9744,normal,accept,NORMAL
424,100,N,N,0.0,0.9811,0.1038,0.9649,normal,accept,NORMAL
425,100,N,N,0.0,0.993,0.0484,0.9885,normal,accept,NORMAL
426,100,N,N,0.0,0.9818,0.1043,0.9681,normal,accept,NORMAL
427,100,N,N,0.0,0.9469,0.2301,0.8996,normal,accept,NORMAL
428,100,N,N,0.0,0.986,0.0813,0.9741,normal,accept,NORMAL
429,100,N,N,0.0,0.9893,0.068,0.9818,normal,accept,NORMAL
430,100,N,N,0.0,0.9802,0.1094,0.964,normal,accept,NORMAL
431,100,N,N,0.0,0.9717,0.1437,0.9473,normal,accept,NORMAL
432,100,N,N,0.0,0.991,0.0592,0.9852,normal,accept,NORMAL
433,100,N,N,0.0,0.9896,0.0679,0.9834,normal,accept,NORMAL
434,100,N,N,0.0,0.9827,0.0989,0.9689,normal,accept,NORMAL
435,100,N,N,0.0,0.9862,0.0823,0.9752,normal,accept,NORMAL
436,100,N,N,0.0,0.9897,0.067,0.9839,normal,accept,NORMAL
437,100,N,N,0.0,0.9884,0.0712,0.9793,normal,accept,NORMAL
438,100,N,N,0.0,0.9894,0.0657,0.9813,normal,accept,NORMAL
439,100,N,N,0.0,0.99,0.0651,0.984,normal,accept,NORMAL
440,100,N,N,0.0,0.9226,0.2905,0.8495,normal,accept,NORMAL
441,100,S,N,0.0,0.9337,0.2803,0.8797,normal,accept,NORMAL
442,100,N,N,0.0,0.9876,0.0769,0.9786,normal,accept,NORMAL
443,100,N,N,0.0,0.9916,0.0561,0.9871,normal,accept,NORMAL
444,100,N,N,0.0,0.9674,0.1612,0.9408,normal,accept,NORMAL
445,100,N,N,0.0,0.9241,0.2967,0.8551,normal,accept,NORMAL
446,100,N,N,0.0,0.9768,0.1233,0.9575,normal,accept,NORMAL
447,100,N,N,0.0,0.9689,0.1577,0.9435,normal,accept,NORMAL
448,100,N,N,0.0,0.9787,0.1164,0.9614,normal,accept,NORMAL
449,100,N,N,0.0,0.9777,0.119,0.9592,normal,accept,NORMAL
450,100,N,N,0.0,0.9786,0.1181,0.9617,normal,accept,NORMAL
451,100,N,N,0.0,0.9505,0.2242,0.9092,normal,accept,NORMAL
452,100,N,N,0.0,0.9742,0.1333,0.9522,normal,accept,NORMAL
453,100,N,N,0.0,0.9857,0.0862,0.9758,normal,accept,NORMAL
454,100,N,N,0.0,0.9861,0.0835,0.9758,normal,accept,NORMAL
455,100,N,N,0.0,0.8008,0.6022,0.6341,normal,accept,NORMAL
456,100,N,N,0.0,0.9769,0.1269,0.9594,normal,accept,NORMAL
457,100,N,N,0.0,0.9566,0.197,0.9179,normal,accept,NORMAL
458,100,N,N,0.0,0.9807,0.1103,0.9677,normal,accept,NORMAL
459,100,N,N,0.0,0.9775,0.1225,0.96,normal,accept,NORMAL
460,100,N,N,0.0,0.9838,0.0943,0.9719,normal,accept,NORMAL
461,100,N,N,0.0,0.9755,0.1301,0.9556,normal,accept,NORMAL
462,100,N,N,0.0,0.9753,0.1273,0.9539,normal,accept,NORMAL
463,100,N,N,0.0,0.9843,0.0925,0.9725,normal,accept,NORMAL
464,100,N,N,0.0,0.985,0.0894,0.9738,normal,accept,NORMAL
465,100,N,N,0.0,0.9819,0.102,0.9683,normal,accept,NORMAL
466,100,N,N,0.0,0.9743,0.1389,0.956,normal,accept,NORMAL
467,100,N,N,0.0,0.9815,0.1049,0.9678,normal,accept,NORMAL
468,100,N,N,0.0,0.9897,0.0671,0.9841,normal,accept,NORMAL
469,100,N,N,0.0,0.9774,0.1183,0.9582,normal,accept,NORMAL
470,100,N,N,0.0,0.982,0.0992,0.9668,normal,accept,NORMAL
471,100,N,N,0.0,0.9816,0.1031,0.9672,normal,accept,NORMAL
472,100,N,N,0.0,0.9797,0.1106,0.9634,normal,accept,NORMAL
473,100,N,N,0.0,0.9729,0.1357,0.949,normal,accept,NORMAL
474,100,N,N,0.0,0.9882,0.0739,0.9806,normal,accept,NORMAL
475,100,N,N,0.0,0.9891,0.0672,0.9812,normal,accept,NORMAL
476,100,N,N,0.0,0.9853,0.0877,0.9779,normal,accept,NORMAL
477,100,N,N,0.0,0.9795,0.1151,0.9642,normal,accept,NORMAL
478,100,N,N,0.0,0.9811,0.1061,0.9661,normal,accept,NORMAL
479,100,N,N,0.0,0.9744,0.1322,0.9531,normal,accept,NORMAL
480,100,N,N,0.0,0.9477,0.2261,0.9006,normal,accept,NORMAL
481,100,N,N,0.0,0.9848,0.0893,0.9738,normal,accept,NORMAL
482,100,N,N,0.0,0.9863,0.0821,0.9765,normal,accept,NORMAL
483,100,N,N,0.0,0.9834,0.0964,0.9735,normal,accept,NORMAL
484,100,N,N,0.0,0.9844,0.0912,0.9731,normal,accept,NORMAL
485,100,N,N,0.0,0.9901,0.0635,0.9835,normal,accept,NORMAL
486,100,N,N,0.0,0.9591,0.1825,0.9208,normal,accept,NORMAL
487,100,N,N,0.0,0.9834,0.0937,0.9703,normal,accept,NORMAL
488,100,N,N,0.0,0.9857,0.085,0.975,normal,accept,NORMAL
489,100,N,N,0.0,0.9792,0.1149,0.964,normal,accept,NORMAL
490,100,N,N,0.0,0.9687,0.1557,0.9426,normal,accept,NORMAL
491,100,N,N,0.0,0.9821,0.1,0.967,normal,accept,NORMAL
492,100,N,N,0.0,0.9929,0.0491,0.9891,normal,accept,NORMAL
493,100,N,N,0.0,0.9937,0.0447,0.99,normal,accept,NORMAL
494,100,N,N,0.0,0.9791,0.1159,0.9644,normal,accept,NORMAL
495,100,N,N,0.0,0.9844,0.0904,0.9725,normal,accept,NORMAL
496,100,N,N,0.0,0.9753,0.1278,0.9543,normal,accept,NORMAL
497,100,N,N,0.0,0.9797,0.1127,0.9646,normal,accept,NORMAL
498,100,N,N,0.0,0.9821,0.1015,0.9694,normal,accept,NORMAL
499,100,N,N,0.0,0.9789,0.1118,0.9603,normal,accept,NORMAL
500,100,N,N,0.0,0.9881,0.0731,0.9789,normal,accept,NORMAL
501,100,N,N,0.0,0.9618,0.1796,0.9282,normal,accept,NORMAL
502,100,N,N,0.0,0.9869,0.0782,0.9771,normal,accept,NORMAL
503,100,N,N,0.0,0.9706,0.1457,0.9447,normal,accept,NORMAL
504,100,N,N,0.0,0.9886,0.0695,0.9794,normal,accept,NORMAL
505,100,N,N,0.0,0.9814,0.1041,0.9673,normal,accept,NORMAL
506,100,N,N,0.0,0.9884,0.0728,0.9812,normal,accept,NORMAL
507,100,N,N,0.0,0.9904,0.0616,0.9845,normal,accept,NORMAL
508,100,N,N,0.0,0.985,0.0888,0.9735,normal,accept,NORMAL
509,100,N,N,0.0,0.9781,0.1198,0.9614,normal,accept,NORMAL
510,100,N,N,0.0,0.9687,0.1564,0.9422,normal,accept,NORMAL
511,100,N,N,0.0,0.968,0.1541,0.9392,normal,accept,NORMAL
512,100,N,N,0.0,0.9773,0.1183,0.9575,normal,accept,NORMAL
513,100,N,N,0.0,0.9836,0.0932,0.97,normal,accept,NORMAL
514,100,N,N,0.0,0.9895,0.0672,0.9828,normal,accept,NORMAL
515,100,N,N,0.0,0.9763,0.1262,0.9571,normal,accept,NORMAL
516,100,N,N,0.0,0.9396,0.2515,0.8848,normal,accept,NORMAL
517,100,N,N,0.0,0.9798,0.1091,0.9625,normal,accept,NORMAL
518,100,N,N,0.0,0.9861,0.0826,0.9749,normal,accept,NORMAL
519,100,N,N,0.0,0.9661,0.1641,0.9363,normal,accept,NORMAL
520,100,N,N,0.0,0.9797,0.1101,0.9632,normal,accept,NORMAL
521,100,N,N,0.0,0.9856,0.085,0.9747,normal,accept,NORMAL
522,100,N,N,0.0,0.9844,0.0896,0.9725,normal,accept,NORMAL
523,100,N,N,0.0,0.9653,0.1661,0.9348,normal,accept,NORMAL
524,100,N,N,0.0,0.9697,0.1531,0.9452,normal,accept,NORMAL
525,100,N,N,0.0,0.9788,0.1138,0.9608,normal,accept,NORMAL
526,100,N,N,0.0,0.9844,0.0896,0.9715,normal,accept,NORMAL
527,100,N,N,0.0,0.981,0.1053,0.9655,normal,accept,NORMAL
528,100,N,N,0.0,0.9517,0.2082,0.9067,normal,accept,NORMAL
529,100,N,N,0.0,0.9851,0.087,0.973,normal,accept,NORMAL
530,100,N,N,0.0,0.9731,0.1358,0.9496,normal,accept,NORMAL
531,100,N,N,0.0,0.9809,0.105,0.9652,normal,accept,NORMAL
532,100,N,N,0.0,0.989,0.068,0.9805,normal,accept,NORMAL
533,100,N,N,0.0,0.9785,0.1153,0.9602,normal,accept,NORMAL
534,100,N,N,0.0,0.9775,0.1199,0.9587,normal,accept,NORMAL
535,100,N,N,0.0,0.9861,0.0814,0.9748,normal,accept,NORMAL
536,100,N,N,0.0,0.9832,0.0979,0.9708,normal,accept,NORMAL
537,100,N,N,0.0,0.9809,0.1035,0.9641,normal,accept,NORMAL
538,100,N,N,0.0,0.9798,0.1121,0.964,normal,accept,NORMAL
539,100,N,N,0.0,0.9902,0.0631,0.9838,normal,accept,NORMAL
540,100,N,N,0.0,0.9891,0.0687,0.9814,normal,accept,NORMAL
541,100,N,N,0.0,0.9382,0.2542,0.8818,normal,accept,NORMAL
542,100,N,N,0.0,0.9715,0.1419,0.946,normal,accept,NORMAL
543,100,N,N,0.0,0.9724,0.1361,0.9471,normal,accept,NORMAL
544,100,N,N,0.0,0.9765,0.1258,0.9578,normal,accept,NORMAL
545,100,N,N,0.0,0.9874,0.0775,0.9792,normal,accept,NORMAL
546,100,N,N,0.0,0.9864,0.0843,0.9774,normal,accept,NORMAL
547,100,N,N,0.0,0.9783,0.1195,0.9626,normal,accept,NORMAL
548,100,N,N,0.0,0.9869,0.0772,0.9762,normal,accept,NORMAL
549,100,N,N,0.0,0.9542,0.2014,0.9121,normal,accept,NORMAL
550,100,N,N,0.0,0.9818,0.1035,0.9677,normal,accept,NORMAL
551,100,N,N,0.0,0.9767,0.1267,0.9605,normal,accept,NORMAL
552,100,N,N,0.0,0.89,0.3742,0.7859,normal,accept,NORMAL
553,100,N,N,0.0,0.958,0.2003,0.9238,normal,accept,NORMAL
554,100,N,N,0.0,0.986,0.0855,0.9768,normal,accept,NORMAL
555,100,N,N,0.0,0.9716,0.1445,0.9482,normal,accept,NORMAL
556,100,N,N,0.0,0.967,0.1647,0.9401,normal,accept,NORMAL
557,100,N,N,0.0,0.9757,0.1293,0.9557,normal,accept,NORMAL
558,100,N,N,0.0,0.9804,0.1056,0.9632,normal,accept,NORMAL
559,100,N,N,0.0,0.9806,0.1096,0.9678,normal,accept,NORMAL
560,100,N,N,0.0,0.9665,0.1628,0.9379,normal,accept,NORMAL
561,100,N,N,0.0,0.9845,0.0916,0.9732,normal,accept,NORMAL
562,100,N,N,0.0,0.9811,0.101,0.9639,normal,accept,NORMAL
563,100,N,N,0.0,0.9804,0.1115,0.9697,normal,accept,NORMAL
564,100,N,N,0.0,0.9743,0.1362,0.9548,normal,accept,NORMAL
565,100,N,N,0.0,0.9508,0.2164,0.9067,normal,accept,NORMAL
566,100,N,N,0.0,0.9772,0.1211,0.9579,normal,accept,NORMAL
567,100,N,N,0.0,0.9779,0.1203,0.9614,normal,accept,NORMAL
568,100,N,N,0.0,0.9802,0.1083,0.9643,normal,accept,NORMAL
569,100,N,N,0.0,0.9815,0.104,0.9673,normal,accept,NORMAL
570,100,N,N,0.0,0.9878,0.0754,0.9817,normal,accept,NORMAL
571,100,N,N,0.0,0.9798,0.1121,0.9657,normal,accept,NORMAL
572,100,N,N,0.0,0.9724,0.1384,0.9487,normal,accept,NORMAL
573,100,N,N,0.0,0.9796,0.113,0.9639,normal,accept,NORMAL
574,100,N,N,0.0,0.9731,0.145,0.9565,normal,accept,NORMAL
575,100,N,N,0.0,0.9823,0.1036,0.9723,normal,accept,NORMAL
576,100,N,N,0.0,0.9783,0.1195,0.9629,normal,accept,NORMAL
577,100,N,N,0.0,0.9847,0.0898,0.9733,normal,accept,NORMAL
578,100,N,N,0.0,0.9874,0.0772,0.9797,normal,accept,NORMAL
579,100,N,N,0.0,0.9806,0.1059,0.9644,normal,accept,NORMAL
580,100,N,N,0.0,0.9767,0.1269,0.9601,normal,accept,NORMAL
581,100,N,N,0.0,0.9792,0.114,0.9635,normal,accept,NORMAL
582,100,N,N,0.0,0.941,0.2439,0.8866,normal,accept,NORMAL
583,100,N,N,0.0,0.9767,0.1218,0.9565,normal,accept,NORMAL
584,100,N,N,0.0,0.985,0.0884,0.9743,normal,accept,NORMAL
585,100,N,N,0.0,0.9879,0.0742,0.9796,normal,accept,NORMAL
586,100,N,N,0.0,0.9807,0.1089,0.9675,normal,accept,NORMAL
587,100,N,N,0.0,0.9854,0.0861,0.9751,normal,accept,NORMAL
588,100,N,N,0.0,0.9813,0.1044,0.9669,normal,accept,NORMAL
589,100,N,N,0.0,0.9802,0.111,0.9659,normal,accept,NORMAL
590,100,N,N,0.0,0.9849,0.088,0.9734,normal,accept,NORMAL
591,100,N,N,0.0,0.9879,0.0729,0.9781,normal,accept,NORMAL
592,100,N,N,0.0,0.962,0.1787,0.9283,normal,accept,NORMAL
593,100,N,N,0.0,0.9788,0.116,0.9627,normal,accept,NORMAL
594,100,N,N,0.0,0.9896,0.0667,0.9835,normal,accept,NORMAL
595,100,N,N,0.0,0.978,0.1199,0.9613,normal,accept,NORMAL
596,100,N,N,0.0,0.9254,0.2821,0.8541,normal,accept,NORMAL
597,100,N,N,0.0,0.9791,0.1133,0.9619,normal,accept,NORMAL
598,100,N,N,0.0,0.9528,0.2132,0.9117,normal,accept,NORMAL
599,100,S,N,0.0,0.9729,0.1435,0.9524,normal,accept,NORMAL
600,100,N,N,0.0,0.9726,0.1376,0.9486,normal,accept,NORMAL
601,100,N,N,0.0,0.94,0.2503,0.8858,normal,accept,NORMAL
602,100,N,N,0.0,0.9471,0.232,0.9009,normal,accept,NORMAL
603,100,N,N,0.0,0.9828,0.0972,0.9692,normal,accept,NORMAL
604,100,N,N,0.0,0.9853,0.0875,0.9746,normal,accept,NORMAL
605,100,N,N,0.0,0.9708,0.1416,0.9437,normal,accept,NORMAL
606,100,N,N,0.0,0.9794,0.1111,0.9618,normal,accept,NORMAL
607,100,N,N,0.0,0.9797,0.1087,0.9619,normal,accept,NORMAL
608,100,N,N,0.0,0.9394,0.2514,0.8845,normal,accept,NORMAL
609,100,N,N,0.0,0.9676,0.1548,0.9379,normal,accept,NORMAL
610,100,N,N,0.0,0.9745,0.1316,0.953,normal,accept,NORMAL
611,100,N,N,0.0,0.9881,0.0723,0.9788,normal,accept,NORMAL
612,100,N,N,0.0,0.9839,0.0898,0.9698,normal,accept,NORMAL
613,100,N,N,0.0,0.975,0.1273,0.9526,normal,accept,NORMAL
614,100,N,N,0.0,0.9706,0.1441,0.944,normal,accept,NORMAL
615,100,N,N,0.0,0.9793,0.1126,0.962,normal,accept,NORMAL
616,100,N,N,0.0,0.9768,0.1238,0.9578,normal,accept,NORMAL
617,100,N,N,0.0,0.9809,0.1067,0.9655,normal,accept,NORMAL
618,100,N,N,0.0,0.9743,0.1317,0.9519,normal,accept,NORMAL
619,100,N,N,0.0,0.9799,0.1109,0.9636,normal,accept,NORMAL
620,100,N,N,0.0,0.9584,0.1957,0.924,normal,accept,NORMAL
621,100,N,N,0.0,0.97,0.147,0.943,normal,accept,NORMAL
622,100,N,N,0.0,0.9644,0.1679,0.9324,normal,accept,NORMAL
623,100,N,N,0.0,0.987,0.081,0.9788,normal,accept,NORMAL
624,100,N,N,0.0,0.9523,0.2165,0.9117,normal,accept,NORMAL
625,100,N,N,0.0,0.9711,0.1428,0.9454,normal,accept,NORMAL
626,100,N,N,0.0,0.9711,0.1466,0.9465,normal,accept,NORMAL
627,100,N,N,0.0,0.9095,0.333,0.8258,normal,accept,NORMAL
628,100,N,N,0.0,0.9721,0.149,0.9538,normal,accept,NORMAL
629,100,N,N,0.0,0.9882,0.0719,0.9788,normal,accept,NORMAL
630,100,N,N,0.0,0.959,0.1912,0.9243,normal,accept,NORMAL
631,100,N,N,0.0,0.9655,0.1681,0.936,normal,accept,NORMAL
632,100,N,N,0.0,0.9778,0.1214,0.9603,normal,accept,NORMAL
633,100,N,N,0.0,0.9822,0.1014,0.9685,normal,accept,NORMAL
634,100,N,N,0.0,0.9781,0.1193,0.9614,normal,accept,NORMAL
635,100,N,N,0.0,0.9728,0.1408,0.9502,normal,accept,NORMAL
636,100,N,N,0.0,0.9691,0.1544,0.9428,normal,accept,NORMAL
637,100,N,N,0.0,0.9781,0.1175,0.9595,normal,accept,NORMAL
638,100,N,N,0.0,0.9751,0.1278,0.9536,normal,accept,NORMAL
639,100,N,N,0.0,0.9825,0.0997,0.9684,normal,accept,NORMAL
640,100,N,N,0.0,0.9857,0.0857,0.975,normal,accept,NORMAL
641,100,N,N,0.0,0.9559,0.1949,0.9149,normal,accept,NORMAL
642,100,N,N,0.0,0.9763,0.1237,0.9562,normal,accept,NORMAL
643,100,N,N,0.0,0.9559,0.1981,0.916,normal,accept,NORMAL
644,100,N,N,0.0,0.977,0.1208,0.9573,normal,accept,NORMAL
645,100,N,N,0.0,0.979,0.1125,0.961,normal,accept,NORMAL
646,100,N,N,0.0,0.939,0.2493,0.8827,normal,accept,NORMAL
647,100,N,N,0.0,0.8955,0.3718,0.7998,normal,accept,NORMAL
648,100,N,N,0.0,0.9723,0.1357,0.9468,normal,accept,NORMAL
649,100,N,N,0.0,0.9761,0.1276,0.9579,normal,accept,NORMAL
650,100,N,N,0.0,0.9829,0.098,0.9707,normal,accept,NORMAL
651,100,N,N,0.0,0.9804,0.1078,0.9639,normal,accept,NORMAL
652,100,N,N,0.0,0.9743,0.1317,0.9521,normal,accept,NORMAL
653,100,N,N,0.0,0.9717,0.1431,0.9475,normal,accept,NORMAL
654,100,N,N,0.0,0.9814,0.1016,0.9652,normal,accept,NORMAL
655,100,N,N,0.0,0.9777,0.1203,0.9599,normal,accept,NORMAL
656,100,N,N,0.0,0.977,0.124,0.9602,normal,accept,NORMAL
657,100,N,N,0.0,0.9551,0.2069,0.9168,normal,accept,NORMAL
658,100,N,N,0.0,0.9879,0.075,0.9791,normal,accept,NORMAL
659,100,N,N,0.0,0.9115,0.3328,0.8315,normal,accept,NORMAL
660,100,N,N,0.0,0.9824,0.0972,0.9671,normal,accept,NORMAL
661,100,N,N,0.0,0.9647,0.1679,0.9333,normal,accept,NORMAL
662,100,N,N,0.0,0.9705,0.1452,0.9442,normal,accept,NORMAL
663,100,N,N,0.0,0.9765,0.1252,0.957,normal,accept,NORMAL
664,100,N,N,0.0,0.9797,0.1103,0.9623,normal,accept,NORMAL
665,100,N,N,0.0,0.9834,0.093,0.9692,normal,accept,NORMAL
666,100,N,N,0.0,0.9834,0.0933,0.9694,normal,accept,NORMAL
667,100,N,N,0.0,0.9854,0.0865,0.9743,normal,accept,NORMAL
668,100,N,N,0.0,0.9818,0.1036,0.9679,normal,accept,NORMAL
669,100,N,N,0.0,0.9835,0.0957,0.9708,normal,accept,NORMAL
670,100,N,N,0.0,0.9836,0.0943,0.9704,normal,accept,NORMAL
671,100,N,N,0.0,0.9865,0.0811,0.9762,normal,accept,NORMAL
672,100,N,N,0.0,0.9678,0.1529,0.9379,normal,accept,NORMAL
673,100,N,N,0.0,0.9682,0.1587,0.9418,normal,accept,NORMAL
674,100,N,N,0.0,0.9834,0.0956,0.9705,normal,accept,NORMAL
675,100,N,N,0.0,0.9829,0.0958,0.9683,normal,accept,NORMAL
676,100,N,N,0.0,0.975,0.1281,0.9532,normal,accept,NORMAL
677,100,N,N,0.0,0.9906,0.0611,0.9843,normal,accept,NORMAL
678,100,N,N,0.0,0.9909,0.0605,0.9853,normal,accept,NORMAL
679,100,N,N,0.0,0.9714,0.144,0.9473,normal,accept,NORMAL
680,100,N,N,0.0,0.9831,0.0952,0.9691,normal,accept,NORMAL
681,100,N,N,0.0,0.9864,0.0811,0.9758,normal,accept,NORMAL
682,100,N,N,0.0,0.982,0.1,0.9667,normal,accept,NORMAL
683,100,N,N,0.0,0.9806,0.1041,0.9634,normal,accept,NORMAL
684,100,N,N,0.0,0.956,0.1979,0.9163,normal,accept,NORMAL
685,100,N,N,0.0,0.9831,0.0968,0.9695,normal,accept,NORMAL
686,100,N,N,0.0,0.9762,0.1256,0.956,normal,accept,NORMAL
687,100,N,N,0.0,0.9849,0.0922,0.976,normal,accept,NORMAL
688,100,N,N,0.0,0.9805,0.1099,0.9658,normal,accept,NORMAL
689,100,N,N,0.0,0.9799,0.1149,0.9669,normal,accept,NORMAL
690,100,N,N,0.0,0.9871,0.08,0.9794,normal,accept,NORMAL
691,100,N,N,0.0,0.9651,0.17,0.9357,normal,accept,NORMAL
692,100,N,N,0.0,0.9696,0.1556,0.9454,normal,accept,NORMAL
693,100,N,N,0.0,0.987,0.0777,0.9766,normal,accept,NORMAL
694,100,N,N,0.0,0.987,0.0793,0.9771,normal,accept,NORMAL
695,100,N,N,0.0,0.9715,0.147,0.95,normal,accept,NORMAL
696,100,N,N,0.0,0.9679,0.1564,0.9396,normal,accept,NORMAL
697,100,N,N,0.0,0.9717,0.1462,0.9491,normal,accept,NORMAL
698,100,N,N,0.0,0.982,0.102,0.9679,normal,accept,NORMAL
699,100,N,N,0.0,0.9766,0.1259,0.9587,normal,accept,NORMAL
700,100,N,N,0.0,0.973,0.1376,0.9499,normal,accept,NORMAL
701,100,N,N,0.0,0.981,0.1072,0.9663,normal,accept,NORMAL
702,100,N,N,0.0,0.9789,0.1155,0.962,normal,accept,NORMAL
703,100,N,N,0.0,0.8818,0.3971,0.771,normal,accept,NORMAL
704,100,N,N,0.0,0.9104,0.3543,0.8394,normal,accept,NORMAL
705,100,N,N,0.0,0.9348,0.2683,0.8765,normal,accept,NORMAL
706,100,N,N,0.0,0.9696,0.155,0.9452,normal,accept,NORMAL
707,100,N,N,0.0,0.9857,0.084,0.9742,normal,accept,NORMAL
708,100,N,N,0.0,0.978,0.1186,0.96,normal,accept,NORMAL
709,100,N,N,0.0,0.9851,0.0868,0.973,normal,accept,NORMAL
710,100,N,N,0.0,0.9849,0.0889,0.9736,normal,accept,NORMAL
711,100,N,N,0.0,0.9881,0.0731,0.9789,normal,accept,NORMAL
712,100,N,N,0.0,0.93,0.2871,0.8696,normal,accept,NORMAL
713,100,N,N,0.0,0.9772,0.1214,0.9583,normal,accept,NORMAL
714,100,N,N,0.0,0.9815,0.1015,0.9657,normal,accept,NORMAL
715,100,N,N,0.0,0.9771,0.123,0.9584,normal,accept,NORMAL
716,100,N,N,0.0,0.9832,0.0948,0.9694,normal,accept,NORMAL
717,100,N,N,0.0,0.9843,0.0901,0.9717,normal,accept,NORMAL
718,100,N,N,0.0,0.9865,0.081,0.977,normal,accept,NORMAL
